author_name,number_of_likes,quotes_text
Simone Puort,12,"During 1978 World Chess Championships, Karpov hired a psychologist to hypnotize Korchnoi"
Simone Puort,12,"When I don’t know what to do, I work"
Simone Puort,12,Quality should not simply be your goal
Simone Puort,12,Tangible + Intangible: that’s the secret sauce of good marketing
Simone Puort,12,Many Hotel General Managers see a chart with a line going up and assume it will continue going up forever
Simone Puort,12,"We, as a species, tend to over-generalize"
Simone Puort,12,"Collect data, put them in context and don’t trust your gut: That’s what marketing is all about"
Simone Puort,12,"Optimism is biased: even if you flip a coin 100 times and it always lands heads up, the chance for heads up at next flip is still 50%."
Simone Puort,1,"Learn, Then Do. Or Do, Then Learn. Either Way, Do And Learn"
Simone Puort,1,"If Propaganda Is All About Misleading People, The Direct Booking Hype Is Pure Propaganda"
Simone Puort,1,Many Entrepreneurs Trust The Person Delivering The Message More Than The Message. That’s Why Consultants May Be Dangerous
Simone Puort,1,"In Business, You Should Never Take A Decision Based On Your Emotions"
Simone Puort,1,Information Overload Creates Entrepreneurial Populism
Simone Puort,1,"Adapt. Or Don't. ﻿ But, Whatever The Choice, Be Prepared To Accept Its Consequences"
Simone Puort,1,"The More You Learn, The More You Know There Is Still So Much To Learn"
Simone Puort,1,Ever Heard Of The Online Disinhibition Effect? It Means Being An A**hole When Protected By A Nickname
Simone Puort,1,"Without Change The ""New Coke Disaster"" Could Have Been Prevented. But Avoiding Risks Tout Court Is The Highway To Irrelevancy"
Simone Puort,1,"The More You Know About Marketing, The More You Can Get Biased By Your Own Knowledge. Keep Questioning What You Know And Always Think As An Outsider"
Simone Puort,1,Marketer Minds Should Be 50% Prefrontal Cortex And 50% Reptilian. The Emotional Hub Of The Mammalian Brain Is Just An Evolutionary Burden
Simone Puort,1,"Good Marketing Is Simply Chemistry: Dopamine, Norepinephrine And Oxytocin. Nothing More"
Simone Puort,1,"Unfortunately, Moore’s Law Does Not Apply To Humans, But The Law Of Least Effort Does"
Simone Puort,1,Web Agencies Are Responsible For Pretty Much Every Single Halo Effect In Our Industry
Simone Puort,1,"Circuits, Nerves And Myelin: At The End Of The Day, Neuroplasticity Is All You Need To Stay In Business"
Simone Puort,1,"The Internet Is The Anti-mass Media: Because Of Hyper Personalization, Every User Runs A Different, Private And Tailor-made Version Of It"
Simone Puort,1,The Entrepreneur Who Controls Everything Controls Nothing
Simone Puort,1,Marketing Overplanning Is Marketing Paralysis
Simone Puort,1,"If You Can’t Change Your Mind, Then You Should Not Be A Manager"
Simone Puort,1,What I Do Is 100% Measurable. Not 99%. Not 99.9%. 100%
Simone Puort,1,Hotel Associations Are There To Hold Down Innovators And Prevent Changes In The Industry. That’s Why There Are So Many Lawyers In Them
Simone Puort,1,"When I Am Not Sure, I Work. And If I Am Still Not Sure, I Work A Little More. At The End I May Still Not Be Sure, But At Least I Got A Lot Done"
Simone Puort,1,"It Is Dangerous To Assume That If Your Competitors Are Doing Something, There Must Be A Good Reason Why. Because Guess What? Usually, There Is None"
Simone Puort,1,"On average, hotels are renovated once every decade, three times more frequently than other commercial building. This means that hotels are structurally more likely to new tech adoption, as their infrastructures get reviewed more often"
Simone Puort,1,"Due to its relative simplicity, mobile key technology rapidly approached a critical mass of installations"
Simone Puort,1,"Will invest in smart rooms, eventually, be sustainable for hoteliers? Technology adoption at this level can be gimmicky at best and it can rapidly become obsolete at worst"
Simone Puort,1,"Investing in IoT can be a difficult-to-scale in the long run, especially if one believes all the hype out there. Not to mention Pandora’s box of privacy concerns"
Simone Puort,1,"As travelers, we’d like our rooms to be smart but, as entrepreneurs, we’d sure like our investments to be even smarter"
Simone Puort,1,"The straight-to-room approach will become the standard in our Industry, exactly as self-check-in became the standard in airports"
Simone Puort,1,"Some hotels are still afraid to loose the “human touch” by automatizing check-in procedures. Good news is that guests do not want the human touch when checking in, on the contrary"
Brandon Sanderson,12,Then why do you have guns?
William Hall,12,"Given the central place that technology holds in our lives, it is astonishing that technology companies have not put more resources into fixing this global problem. Advanced computer systems and artificial intelligence (AI) could play a much bigger role in shaping diagnosis and prescription. While the up-front costs of using such technology may be sizeable, the long-term benefits to the health-care system need to be factored into value assessments"
Simone Puort,12,"With a comprehensive overview of the properties, advanced filters, rates, availability and both aggregated and native reviews, photos (and a worldwide coverage), why should a user exit the Google SERP and go on an OTA or (God forbid!) a brand.com?"
Simone Puort,12,"Soon enough, end users (hotels, apartments, b&b, etc.) could be able to manage the entire suite of Google advertising from a single, simple extranet, decreeing the end of hotels' dependence to third-parties (web agencies and vendors)"
Simone Puort,12,"What could be the next steps in travel for Amazon? Very likely, acquisitions. Expedia stock value dropped from over 150$ to 110$ in one year and, with 1:14 stock ratio (Amazon stock reached an astonishing 1,400$), the acquisition would give Bezos the technology and know-how necessary to forcefully enter the travel landscape and compete with Google. trivago is another possible choice: last June the German metasearch engine was worth over 20$ a share, over 3 times the current value (6$). And what about TripAdvisor? It may have found a new youth with the new feed-based design, but it is still worth half of what it used to be 4 years ago. All those investments would be possible for Amazon, a company with a capitalization of over 1,000 billion dollars"
Simone Puort,12,"The recent complete hotel SERP redesign marked another milestone in Google's travel domination plan: The new design goal is to keep users as much as possible in the search engine, without the need to search info on OTAs or metasearch engines."
Simone Puort,12,"What could be the next steps for Amazon? Very likely, acquisitions. Expedia stock value dropped from over $150 to $110 in one year and, with 1:14 stock ratio (Amazon stock reached an astonishing $1,400), the acquisition would give Bezos the technology and know-how necessary to forcefully enter the travel landscape and compete with Google."
Simone Puort,12,"TripAdvisor may have found a new youth with the new feed-based design, but it is still worth half of what it used to be four years ago."
Fredo De Smet,12,Wat hebben we aan de mens die een robot fabriceert als diezelfde mens niet weet welke belangen hij waardeert.
Simone Puort,12,There's No Magic In Marketing. Just Dopamine
Simone Puort,12,"There's No Good And Evil In Marketing. It's All Very Darwinian, Actually"
Simone Puort,12,There Are No Gurus. There Are No Ninjas. Just People Who Get Things Done
Simone Puort,12,"Absolutisms Are Good For T-shirts, Not For Marketing"
Simone Puort,12,"In Marketing, Confirmation Bias Is Profit Enemy #1"
Simone Puort,12,Serve The Servants. Oh No... Serve The Servers
Simone Puort,12,What I Love About Quality Is That It Is Completely Emotionless And Unbiased
Simone Puort,12,"When Si Will Eventually Take Over, Artisanal Handicraft Will Be The Ultimate Luxury"
Simone Puort,12,"There Is No Such Thing As ""The"" Internet, Rather 7.7 Billion, Hyper Personalized Versions Of It"
Simone Puort,12,"Your Opinions Shape The Web. Then The Web Shapes You. Digital Personalization Is Our Safe, Cozy, Dull Place"
Simone Puort,12,"In A Few Years, Humans With Jobs Such As Revenue Managers Will Be Seen The Same Way We See Telephone Switchboard Operators Today"
Simone Puort,12,"Philosopher Paul Virilio Once Said: “when You Invent The Plane, You Invent The Plane Crash”. That's Our Industry Attitude Towards Ai"
Simone Puort,12,Si Will Capable Of Designing Both Its Hardware And Its Software
Simone Puort,12,"Si Could Evolve In Ways That Our Human, Limited Minds Won’t Be Able To Predict"
Simone Puort,12,"Ai Will Replace The Entire Human Workforce. As Workers, We Will Become A Mere Curiosity From A Distant Time"
Simone Puort,12,"If Robots Become Sentient, Will Humans Be Their Slavers?"
Simone Puort,12,"When Hyper - Personalization Becomes The Norm, Filter-bubbles Are Inevitable"
Simone Puort,12,Being Overconfident And Obsessed With Vanity Metrics Is The Recipe For Disaster
Simone Puort,12,"At Its Extreme, Over - Personalization Can Be A Form Of Censorship"
Simone Puort,12,We Don't Search Anymore. Algorithms Do It For -and Better Than- Us. We Became Passive-aggressive Web Users
Simone Puort,12,"A Social Credit System, Though Still Optional, Already Exists. Not In A Black Mirror Episode, But In China"
Simone Puort,1,It shouldn't be easy. It should be good.
Simone Puort,1,Sometimes I disagree with me too. It gives me perspective.
Abhijit Naska,1,"Artificial intelligence is nowhere near attaining actual sentience or awareness. And without awareness it’s simply a mechanical device, which may pretend to show emotions and sentience, if it is programmed to do so, and thus it may be able to fool the humans as being alive, but in its own internal circuitry, it’d simply be following its preprogrammed tasks through the flowchart of an algorithm."
Garry Kasparov,1,Deep Blue was intelligent the way your programmable alarm clock is intelligent. Not that losing to a $10 million alarm clock made me feel any better.
Simone Puort,1,Awareness does not pay your rent.
Simone Puort,1,"Every reservation has a cost per acquisition, period."
Simone Puort,1,"You can have good or you can have cheap, but you cannot have both."
Simone Puort,1,"Coffee, taxi, airport, meeting, hotel, coffee, taxi, airport. (Repeat ad inf.)"
Simone Puort,1,"If you can't track it, then you shouldn't do it."
Simone Puort,1,My view on GDPR? Serve the servers.
Simone Puort,1,It's not me saying it. It's data.
Simone Puort,1,"When uploading a photo of your hotel online, you are the eyes of your guests."
Simone Puort,1,In business opinions are irrelevant.
Simone Puort,1,Quality does not have a soul and does not have emotions.
Simone Puort,1,"Learn, work. Create."
Simone Puort,1,Nothing dates as quickly as the future.
Simone Puort,1,"If everything is important, then nothing is important."
Simone Puort,1,Hotel marketing starts on front desks and dies in academies.
Simone Puort,1,Brand recognition is the new SEO.
Simone Puort,1,Brand Coherence is the new SEO
G.S. Jennsen,1,"She’d never been on board a ship like this one. A real starship worthy of the name, where everything from the reinforced hull to the sophisticated instrumentation created a sense of presence, of consequentiality. When a vessel of this ilk cut a swath through the void, the void noticed"
Simone Puort,1,It's not AI vs HI
G.S. Jennsen,1,"The truth is, we’ve had a fairly uneventful stay in the Gennisi galaxy. We staked our claim to our little corner of it and settled in, happy to be left alone to live how we chose"
Garry Kasparov,1,"Tablebases [logs of complete chess games played backwards from the end-state of checkmate] are the clearest case of human chess vs. alien chess. A decade of trying to teach computers how to play endgames was rendered obsolete in an instant thanks to a new tool. This is a pattern we see over and over again in everything related to intelligent machines. It's wonderful if we can teach machines to think like we do, but why settle for thinking like a human if you can be a god"
Simone Puort,1,"For OTASs, after the gold rush of metasearch engines acquisitions of 5 years ago, 2018 will be remembered as the year of marketplaces"
Simone Puort,1,"As new, more affordable players entered the hotel's realm (such as Airbnb focusing more and more on boutique properties), OTAs had to reinvent and adapt, in order to survive the next generation of distribution, where boundaries between OTAs, metasearch engines, review sites, marketplaces and bed banks will be just a semantic issue"
Simone Puort,1,"In order to survive, trivago desperately needs OTAs to start investing again, so what better opportunity to reward them with the more visible slots, even when the rate on the official brand.com is cheaper?"
Simone Puort,1,"TripAdvisor has always been a top-funnel platform, not a bottom-funnel one. Now, thanks to a new feed-oriented design, fresh content from over a thousand influencers and Facebook integration, it (finally) takes a step back in the customer journey: no longer a OTA / metasearch engine /review site hybrid, therefore, but an inspirational site for curious travelers"
Simone Puort,1,"We all agree that the main concept of ​​a metasearch engine is to compare and find the best rates, right? Well, we may be wrong. Up until only 10 years ago, there were dozens of OTAs, each one specialized in a niche market. But, over the years, these OTAs have been acquired, integrated or simply merged under Booking and Expedia's brands. Today, digital distribution is, de facto, a duopoly. And with only two OTAs sharing almost 100% of online transactions, what exactly a metasearch engine should do?"
Simone Puort,1,"It is no mystery that friction during the booking journey is one of the biggest problems in our Industry, and (probably) only Google can solve it"
Simone Puort,1,Serve the Servers
Simone Puort,1,"Because of the need for external connections, PMS strength is proportional to the number of tools it can integrate to. In a perfect world, in fact, PMS should be able to communicate with every single software/hardware in the hotel, but connections between PMS and third-party systems can be (and often are) challenging."
Simone Puort,1,"Back in the days, PMS were pretty much just that: fancy versions of excel spreadsheets: you used them to assign rooms, print attendants’ sheets or, best case scenario, manage guest invoicing. Today, on the other hand, PMS are required to manage a multitude of tasks, and they have to flawlessly integrate with a multitude of third-party apps and software: channel managers, booking engines, CRM, Yield Management tools, MICE planning software, self-check-in apps, reputation management systems… Well, you get the idea."
Simone Puort,1,"I have personally never bought this over-simplistic portrait of the industry, made of Rebel Alliance’s ewoks (small startups) fighting evil stormtroopers (established companies) with bare hands and rocks."
Simone Puort,1,"The reason why it has been so hard to replicate in the hotel industry is not due to a lack of a great ideas but more likely due a lack of resources, technical and political know-how to navigate through the various companies. The mere architecture of such a platform would probably need to be as big and as complex as all the PMS combined, so the costs involved are likely massive. This is mainly a game that can be won by resources, more than by agility."
Simone Puort,1,"While many hoteliers and marketers still look at social media as an ROI tool, it should be looked at primarily as a communication platform to engage with guests and potential guests. Hotels that are built with social elements in their DNA may receive more reservations through social media but that is a positive side-effect that one should consider as a bonus and not the main goal."
Simone Puort,1,"Google ""booking engine"" and you get over 400,000 results. ""Channel manager""? Over 2 million. And all these companies claim to be the best choice for you. How can you make a decision in this maelstrom of information?"
Simone Puort,1,There is no space for absolutism in hotel tech.
Simone Puort,1,"A hotel is not a farm and it does not always pay to buy local, not even on an ethical level. The web reshaped the geography of the World and it is now easier to reach a 24/7 customer service in India or in the Philippines than your IT manager living two blocks from you. Keep it in mind next time your servers crash in the middle of the night."
Simone Puort,1,"Entrepreneurs, owners and GMs should be able to make a decision based on facts, not passively relying on the pitches of commission-based-sales people."
Simone Puort,1,"Our industry is experiencing, a real “silicon obsession”, and it is important to stay grounded and remember that all that glitters is not gold, especially in tech, where adjective such as ""disruptive"" are overused and the risk of a bubble is always lurking on the corner."
Simone Puort,1,"In travel, you certainly don’t want to be a laggard, but it turns out that you don’t want to be an early adopter either. This does not mean that you should not innovate or be over-conservative, but choosing the wrong tech provider or blindly running towards anything glimmering could be risky, as you could be left with a piece of unusable technology just one year from now."
Simone Puort,1,The strength of any software is proportional to the number of third-parties it can connect to.
Simone Puort,1,"An important milestone in the history of web design has been the birth of MySpace and Facebook and the advent of social networks, at the beginning of the 21st century. The websites began to adapt to this new level of interactivity, and companies finally understood the importance of placing their users at the centre of the web experience. If, up until that moment, designers and coders used to create aesthetically pleasing interfaces based merely on their clients’ requests, they then started moving to a more user-centric approach. Web research began to focus more and more on the study of websites usability, navigation fluidity and on the easiness of interaction."
Simone Puort,1,"The linearity of labels such as 1.0, 2.0, 3.0, makes sense when it comes to updated versions of specific software or OS, but the web evolution is rarely as linear as the one of an operating system."
Simone Puort,1,"When it comes to web design, listening solely to the hotel’s requests can put the whole website project in jeopardy, as hoteliers, who spend most of their day in the confined space of the four walls of their hotels, tend to develop a “partial blindness”: they often take the stronger features of their hotel for granted and they give an unjustifiably high value to some trivial characteristic."
Simone Puort,1,"It is important to understand what a designer really is (and especially is not). First of all, there is a semantic misunderstanding: design has only partially to do with art and more with problem-solving."
Simone Puort,1,"Design is, to put it straight, a solution to a problem."
Simone Puort,1,"Employing a designer simply to sketch in Photoshop what you think your website should look like, means denaturing the work. If you are not a designer, you probably have neither the skills nor the know-how to transform your vision (even if correct and coherent) into a functional website."
Simone Puort,1,"If you have a persistent cough (a problem), you go to the doctor (the designer) to look for a cure (a solution to your problem). If the doctor, after a careful examination (analysis), and specific examinations (implementation) prescribes you a syrup (design), I doubt that you would argue with him and decide to take a pill instead. The will to be always right is intrinsic in the human nature, but would you risk your health because of your stubbornness? I don’t think so. Design works in the same way: if you go to a designer and give him a solution instead of a problem, then he will not be able to fix your problem, and that trivial cough could turn into something more serious (lower conversion, higher bounce rate, etc)."
Simone Puort,1,"A multitude of design trends has come and passed over the years, often conditioned by external technology innovations, such as the birth of social media or the first iPhone. From the 90’s guest counters and solitary guestbooks to skeuomorphism, from flat design to parallax scrolling, the core of any good website has always been and will always be the user experience."
Simone Puort,1,"In humans, the retina converts visual information into electrical impulses, these impulses are then sent to the photoreceptors, which transmit color and light information to the brain. The more colors and variations are present on a web page, the greater the amount of work the retina has to endure to send the correct stimuli to the brain (in design, this is called visual complexity)."
Simone Puort,1,"If everything is important, then nothing is."
Simone Puort,1,"Within certain limits, the difference between a €100 site and a €3,000 one is almost nil. When you decide to create or renew your website, the question should always be: what will my booking cost per acquisition be?"
Simone Puort,1,"Technology made the life of professional photographers easier, but it also opened the doors for a generation of amateurs that do not know the industry. And, when it comes to commercial photography, this is the perfect recipe for disaster"
Simone Puort,1,"A (good) hotel photo shoot begins way before the photographer even grabs his cutting-edge technology camera. It begins with a meticulous shoot planning. So make sure to hire a pro, who knows the industry (Yeah, I know, everybody has a cousin who’s pretty good with Photoshop and owns an Iphone X, thanks but no, thanks)."
Simone Puort,1,"Good photographers know a mind jedi trick or two, but it’s unlikely that they can read your mind. Talking to the photographer will help him decide the style to be used, the time of the day to shoot and so on."
Simone Puort,1,A simple 15-second action such as hiding an electric cable can save up to 15 minutes on Photoshop.
Simone Puort,1,"There's no such thing as overselling, only underdelivering."
Simone Puort,1,Analysts analyze. Designers design. Coders Code. Just deal with it.
Simone Puort,1,"There is an intrinsic risk in bitcoins: their physical inconsistency. Discussions about physical cryptocurrency issuing have been going on since 2010, but when we refer to bitcoins, we usually have lines of codes in mind instead of banknotes."
Simone Puort,1,"If everything is important, then nothing is important"
Simone Puort,1,Learn
Simone Puort,1,"Technology made the life of professional photographers easier, but it also opened the doors for a generation of amateurs that do not know the industry. And, when it comes to commercial photography, this is the perfect recipe for disaster."
Simone Puort,1,"When uploading a photo of your hotel online, you are the eyes (and the wallet) of your future guests, so don’t take it lightly"
Simone Puort,1,"In any modern hotel, having a centralized system is critical in order to increase efficiency, avoid time waste and reduce human error, therefore PMS must eventually connect to nearly all the software the hotel is using."
Simone Puort,1,"The extreme competitiveness in travel is slowly bringing search engines, OTAs and metasearch engines to converge towards an increasingly homogeneous model. The reason is simple, almost Darwinian: the model that will prove to be the most efficient in terms of scalability and efficiency for the end user is going to prevail."
Simone Puort,1,The idea of time and evolution has changed with the advent of the internet. Things that used to change over a generation now change over a decade.
Simone Puort,1,"Creating a website for a hotel without fully understanding their needs, their strengths and weaknesses is like selling expensive shoes without asking the customer for the size that he fits; they will do a good impression in the shoe rack, but you won’t be able to wear them and walk."
Simone Puort,1,Every cent invested must be tracked and analyzed
Simone Puort,1,"The word blockchain is often mistakenly used as synonymous with bitcoins or with cryptocurrencies in general, but it is -de facto- the technology behind it, not the currency itself. Which came first, the chicken or the egg? In this case probably the egg, but we should be more interested in the chicken."
Simone Puort,1,"Today, the main problem with technology is that it moves faster than our ability to predict its ramifications"
Simone Puort,1,"Without knowing it, you probably passed a variation of the Turing Test a few times today already. Yes, because a derivation of the imitation game is the “Completely Automated Public Turing test to tell Computers and Humans Apart” (CAPTCHA)"
Simone Puort,1,"Bottom line is that AI has come a long way since Turing. It may not be fighting nazis anymore, but it can really help consumers organize their next trip, maximise revenue for companies and make life easier. And, in these turbulent times, perhaps that’s good enough."
Simone Puort,1,"Travel is torture. At least if we stick with the etymology of the word. Linguists tend to agree that the term comes from “travail” (“work” in French) or “travailen” (“torment” in Middle English). Not very tempting, is it? Well, wait for the worst part: these two words probably share an even more sinister meaning: according to author and journalist Simon Winchester, in fact, they very likely derive from the Latin term “tripalium”, an ancient torture instrument used in the Roman Empire. Today, when we think about travel, we picture fast trains, intercontinental flights in business class, sandy beaches, and Mojitos, but things were not always as smooth. Travelling was extremely difficult (and risky) in ancient times and organizing one’s travel was, indeed, a torture."
Simone Puort,1,"At a closer look, even though today's travelers' journey is remarkably intricate (multiple contact points, different interaction levels, circularity, etc.), the motivation behind each step of the journey is pretty much always the same and you can easily identify basic, fundamental and unaltered constants in it."
Simone Puort,1,"Every reservation has a cost: Sometimes it is clearly defined (commission, markup), and sometimes more hidden (creation of website, hosting, adword investments, meta-search ads, booking engine transaction fees, branding activities, etc.)."
Simone Puort,1,"When we compulsively accumulate miles and points, we are mainly lead by our own body chemistry. When we get a reward our bodies release dopamine, a substance that plays an important role in human behavior."
Simone Puort,1,"Hotels' loyalty programs evolved, changed and made countless U-turns over the years, but a constant has surprisingly survived unscarred over the course of three decades: points."
Simone Puort,1,Giving loyalty programs' members realistic goals and a transparent way to monitor their progress will make them buy more and more often.
Simone Puort,1,"Moving away from traditional hotel loyalty programs' model and offering a good mix of instant gratifications and long-term rewards based on the guest type is crucial to creating sustainable and scalable programs. And if it is unlikely that the industry will ever entirely move away from the points-for-stay model, most hotel brands are already integrating guest experience, recognition and service personalization as part of their loyalty programs, realizing that the in-house financial value of their guests is as important as their stay frequency."
Simone Puort,1,"The lack of a centralized, user-friendly and standardized mobile payment system is one of the crucial industry knots that we are still unable to untie, and this partially explains the unencouraging results of mobile conversion."
Simone Puort,1,"Until a few years ago, booking a hotel online was a remarkably frustrating experience: once you chose the destination you had to browse through dozens of brand.com sites, search for rates, location, fill endless contact forms to, eventually, find out that the hotel you liked was fully booked. This process could take days, while today the same result can be achieved by simply applying a filter on TripAdvisor, with a much faster and less frustrating UX. Back in 2008, without a proper aggregator, the only possibility web users had was to search for very generic keywords on search engines. This explains why, only a decade ago, the query “Hotels in Paris” was at its peak of popularity, while today the same query produces only 1/4 of the original volume."
Simone Puort,1,"As the contents on the web become more complex and heterogeneous (images, videos, news, etc.), the traditional hyperlink organization is no longer sufficient."
Simone Puort,1,"SEO is dead” is surely an overstatement but, at least in the accommodation industry, this seems to be (at least partially) the case."
Simone Puort,1,"After over a decade of monopoly in the online distribution, the major OTAs had to (at least partially) reinvent themselves, by diversifying and broaden their products in order to stay relevant. Because, if up until now metasearch engines merely aggregated third-party data, they now provide the option to complete one’s reservation without even leaving the result page. And that, for an OTA, is a problem."
Simone Puort,1,"The times when Google used to simply showed ten organic results seems like history. On a standard Google search, in fact, it is easy to get multimedia results directly in the SERP. Try googling “funny cats” and you will probably only have 3 or 4 links, together with a dozen of videos and images. According to several studies, last year Google responded with universal search results to more than 80% of queries, (mainly YouTube videos, images, and news)."
Simone Puort,1,"Of all the choices hoteliers have to make, choosing the right Property Management System is one of the most stressful, yet crucial, one."
Simone Puort,1,"The term “cloud” is still open to interpretation. There is a subtle, yet decisive, difference -in fact- between “designed for the cloud” software and “converted to the cloud” ones."
Simone Puort,1,Having “a lot” of data do not always mean having “the right” data.
Amit Ray,12,Humanity is on the verge of digital slavery at the hands of AI and biometric technologies. One way to prevent that is to develop inbuilt modules of deep feelings of love and compassion in the learning algorithms.
G.S. Jennsen,12,"Coordinates streamed into her mind while she yanked on her environment suit, foregoing every safety check she’d ever learned"
G.S. Jennsen,12,"We have a very short window in which to accomplish a great deal, one measured in minutes rather than hours"
Ray Dalio,12,"As much as I love and have benefited from artificial intelligence, I believe that only people can discover such things and then program computers to do them. That's why I believe that the right people, working with each other and with computers, are the key to success."
C. Robert Cargill,12,"Sometimes it was easy—our bot on point would breach a door with an explosive charge and I would rush up behind him to immolate the living fuck out of the dark. It was just a big wall of smoke and hell and screams. Other times I had to see their faces while I did it. Watch them contort, wail, bubble, and melt."
Dean Koontz,12,Her grief was now doubled by his grief. She wondered how many heartbreaks a child so young could endure.
Amit Ray,12,"AI systems must make concise representations of the world they have encountered so far, enabling them to anticipate what is to come."
Simone Puort,12,Your USP is never what you think it is. It is what your customer think it is.
Sarena Ulibarri,12,"The doctor shrugged. ""I know they seem very alive. But they aren't really human."
Toba Bet,12,AI is the transformer of civilization.
C. Robert Cargill,12,At one point GALIELEO told the smartest person alive that talking to her was like trying to teach calculus to a five-year-old
Douglas Hofstadter,12,"Just as science is permeated with 'conceptual revolution' on all levels at all times, so the thinking of individuals is shot through and through with creative and new acts. Computer programs today do not yet seem to produce many small creations. Most of what they do is quite 'mechanical' still. That just testifies to the fact that they are not close to simulating the way we think–but they are getting closer"
Douglas Hofstadte,12,INTROSPECTION AND INSANITY: A GODELIAN PROBLE
Yvonne Wær,12,"Vi måste skyddas mot oss själva, det är hela saken."
Yvonne Wærn,12,Den artificiella intelligensen verkar planera för en utveckling utan människor.
George Hot,12,Self driving care does not need to be perfect but better than humans
Gosho Aoyama,12,"Yukiko Kudo: ""Quando una ragazza guarda fisso un ragazzo, è perché è sporco in faccia, oppure... perché si è innamorata di lui... Ne sono certa!"
De philosopher DJ Kyo,12,"Choose to consume technology ,but don’t be consumed by it. Most of us technology have already turned us into robots .We have no signs of being humans. We are heartless, We have no feelings, no shame, no remorse, no beliefs, no respect, no guilty conscious, no life, no sympathy, no care, no time , no morals, no culture, no religion , no faith. We don’t value others people. We cyber bully others and do disguising inhuman things for trends. Pride ourselves in destroying others lives, careers, education, relationship, marriage, future. The things we do for retweets, likes and comments are shocking. Choose to be a better human being than being a Bot."
Calvin W. Alliso,12,"AI is said by some to be able to think on its own, but I have thought of a way to demonstrate that it cannot. It would be easy for someone of influence to make the claim that AI is doing this or AI is doing that, but could they verify their claims by a demonstration that could in no way be controlled by a person behind the scenes? The answer is ""no"". They could not. My spellcheck test, however, could demonstrate that AI operates only on data that humans provide. AI cannot distinguish between words like too, to, or two. Or their, they're or there. Thus revealing that it is no more than a highly advanced human notebook."
Calvin W. Alliso,12,"What is known as AI is not a being that is capable of intellectual abilities. It is not even an it, though if classified as fiction could sustain such a reference. Programmed intelligence therefore - a title both factual and fitting."
Simone Puort,12,"A new dot.com bubble for AI? I doubt it. Companies do not invest in AI because it's hot, but because it is efficient"
Simone Puort,12,Let computers do what computers do best and let humans do what humans do best
Simone Puort,12,AI is already mainstream. It's just not very visible
Simone Puort,12,"Between getting a fax room confirmation and being asked for passport by an animatronic velociraptor, there must be a healthy sweet spot in the use of technology in our industry"
Simone Puort,12,"What we are likely to see is AI working together with humans, not AI replacing humans"
Simone Puort,12,We are the last generation with scraped knees. Next one will make no difference between on and off-line reality
Simone Puort,12,"If we want a real frictionless hotel experience, we need to have frictionless hotel infrastructures"
Simone Puort,12,"Technology evolution is far from linear. It is very, very bumpy"
Simone Puort,12,"Hyper-personalization"" is the new ""Direct Booking"
Simone Puort,12,"When it comes to hotels, photography should be able to sell a specific product: your rooms"
Kurt Vonnegut Jr.,9,You asked the impossible of a machine and the machine complied.
Neal Asher,9,"Try to think like a human,’ said Gant, lolling in one of the club chairs"
Iain M. Banks,9,Can I cuddle up with you when you sleep?
Neal Asher,9,"Thus, in moments of catastrophe, when hard decisions needed to be made quickly, all AIs included in their calculations a human death toll governed by a factor called ‘pigheadedness’."
G.S. Jennsen,9,The system is only as good as its leaders. When they fail—when the system fails—you better damn well hope I’m there to pick up the slack.
Annalee Newitz,9,"How many times had Paladin looked into this human face, its features animated by neurological impulse alone? He did not know. Even if he were to sort through his video memories and count them up one by one, he still didn't think he would have the right answer. But after today's mission, human faces would always look different to him. They would remind him of what it felt like to suffer, and to be relieved of suffering."
Dan Brown,9,"Well, this machine is no more me than your physical brain is you. Observing your own brain in a bowl, you would not say, 'That object is me.' We are the sum of the interactions taking place within the mechanism."
G.S. Jennsen,9,"No matter what comes, we will persevere. It’s not over until we win."
Neal Asher,9,"Coloron often pondered how a race, in which the stupid seemed more inclined to breed, had managed to come this far, and why human intelligence persisted—a discussion point in the nature vs nurture debate which had not died in half a millennium."
G.S. Jennsen,9,"Nisi flashed his charismatic, mysterious smile. “Now, with this in mind, are you ready to take the next step?"
G.S. Jennsen,9,Glacier blue plasma rippled and sparked across the interior of the portal. “It seems keeping secrets is what you do.
G.S. Jennsen,9,"Expect an army of Vigil drones, nearly as a many Praesidis guards, a Machim ground detachment of super-soldiers and at least one Inquisitor. Oh, and security barriers everywhere. Possibly some of those mechs we met on Helix Retention, too. You Humans have kicked off a shitstorm of epic proportions."
G.S. Jennsen,9,"His vision blurred, his grip on the dash faltered and the cockpit lost definition. Then all the diati rushed back to him in its own shockwave"
G.S. Jennsen,9,"People gravitated here for the open air, the prolific intoxicants and the visual treats. They made the deals here that were later played out elsewhere. They drank and got high. Sometimes they fought, not for money but for sport or grudge"
G.S. Jennsen,9,"In the corner of her eye she caught her daughter’s shoulders drop as Alex exhaled with uncommon soberness. “So you trust me, and you understand that I will never do anything I think might hurt you."
Rita Stradling,9,People always have such a hard time believing that robots could do bad things.
Abhijit Naskar,9,"Artificial Intelligence can be a supplement to human insight, not substitute."
G.S. Jennsen,9,Her head dropped into her hands. Dammit
G.S. Jennsen,9,I’ll gloss right over the implication in what you said that the Reor are sentient entities—for now. Dare I ask why they gave you a copy of their universal decryption key?
Nate Soare,9,The default path is surely doom.
